id,key,status,dirty_address,clean_address,city,state,zip_code,tax_map_val,latitude,longitude,created_at,updated_at
32,"2304IVYRDUVA060","VALID","2304 IVY RD - UVA","2304 IVY RD - UVA, Charlottesville, VA ",,,,"060",38.0528900,-78.5102320,"2009-08-26 03:25:09","2009-08-26 03:27:40"
33,"3933ROLLINGRD104","VALID","3933 ROLLING RD","3933 ROLLING RD, Overton, VA ",,,,"104",37.9359765,-78.4543240,"2009-08-26 03:25:12","2009-08-26 03:27:51"
34,"120TURTLECREEKRD061","VALID","120 TURTLE CREEK RD","120 TURTLE CREEK RD, Charlottesville, VA ",,,,"061",38.0688440,-78.4946380,"2009-08-26 03:25:12","2009-08-26 03:27:44"
35,"25HANCOCKDRUVA076","APPROXIMATE","25 HANCOCK DR - UVA","25 HANCOCK DR - UVA, Charlottesville, VA ",,,,"076",38.0210053,-78.5205438,"2009-08-26 03:25:12","2009-08-26 03:27:53"
36,"1400MONTICELLORD077","VALID","1400 MONTICELLO RD","1400 MONTICELLO RD, Charlottesville, VA ",,,,"077",38.0193570,-78.4722980,"2009-08-26 03:25:12","2009-08-26 03:27:56"
37,"4505OLDFIELDSRD029","APPROXIMATE","4505 OLD FIELDS RD","4505 OLD FIELDS RD, Burnley, VA ",,,,"029",38.1456619,-78.3119575,"2009-08-26 03:25:12","2009-08-26 03:28:18"
38,"496FLOYDDRUVA076","APPROXIMATE","496 FLOYD DR - UVA","496 FLOYD DR - UVA, Charlottesville, VA ",,,,"076",38.0210053,-78.5205438,"2009-08-26 03:25:12","2009-08-26 03:28:07"
39,"1149SEMINOLETRL061","VALID","1149 SEMINOLE TRL","1149 SEMINOLE TRL, Charlottesville, VA ",,,,"061",38.0692427,-78.4850145,"2009-08-26 03:25:13","2009-08-26 03:27:58"
40,"500CRESTWOODDR060","VALID","500 CRESTWOOD DR","500 CRESTWOOD DR, Charlottesville, VA ",,,,"060",38.0502549,-78.5172678,"2009-08-26 03:25:13","2009-08-26 03:28:00"
41,"220SOUTHPANTOPSDR078","VALID","220 SOUTH PANTOPS DR","220 SOUTH PANTOPS DR, Charlottesville, VA ",,,,"078",38.0276210,-78.4502330,"2009-08-26 03:25:13","2009-08-26 03:28:09"
42,"295MASSIERDUVA060","APPROXIMATE","295 MASSIE RD - UVA","295 MASSIE RD - UVA, Charlottesville, VA ",,,,"060",38.0626069,-78.5205552,"2009-08-26 03:25:13","2009-08-26 03:28:02"
43,"40WILTONPASTURELN078","VALID","40 WILTON PASTURE LN","40 WILTON PASTURE LN, Charlottesville, VA ",,,,"078",38.0369109,-78.4489904,"2009-08-26 03:25:13","2009-08-26 03:28:11"
44,"1014LOCUSTAVE077","VALID","1014 LOCUST AVE","1014 LOCUST AVE, Charlottesville, VA ",,,,"077",38.0407350,-78.4619550,"2009-08-26 03:25:13","2009-08-26 03:28:29"
45,"2416JEFFERSONPARKAVE032","APPROXIMATE","2416 JEFFERSON PARK AVE","2416 JEFFERSON PARK AVE, Crimora, VA ",,,,"032",38.1455028,-78.7709225,"2009-08-26 03:25:13","2009-08-26 03:28:20"
46,"251LAKEVIEWDR061","VALID","251 LAKEVIEW DR","251 LAKEVIEW DR, Charlottesville, VA ",,,,"061",38.0817030,-78.4873700,"2009-08-26 03:25:13","2009-08-26 03:28:23"
47,"1700UNIVERSITYAVE076","VALID","1700 UNIVERSITY AVE","1700 UNIVERSITY AVE, Charlottesville, VA ",,,,"076",38.0347999,-78.5005638,"2009-08-26 03:25:13","2009-08-26 03:28:14"
48,"1206GAZEBOCT061","VALID","1206 GAZEBO CT","1206 GAZEBO CT, Charlottesville, VA ",,,,"061",38.0692290,-78.4793220,"2009-08-26 03:25:13","2009-08-26 03:28:16"
49,"8073CHESTNUTGROVERD127","VALID","8073 CHESTNUT GROVE RD","8073 CHESTNUT GROVE RD, Damon, VA ",,,,"127",37.7935010,-78.6395320,"2009-08-26 03:25:13","2009-08-26 03:28:54"
50,"735WOODLANDSRD044","VALID","735 WOODLANDS RD","735 WOODLANDS RD, Clearview Meadows, VA ",,,,"044",38.1110280,-78.5134464,"2009-08-26 03:25:14","2009-08-26 03:28:32"
51,"829MALLSIDEFORESTCT061","VALID","829 MALLSIDE FOREST CT","829 MALLSIDE FOREST CT, Charlottesville, VA ",,,,"061",38.0781113,-78.4703289,"2009-08-26 03:25:14","2009-08-26 03:28:38"
52,"6424MARKWOODRD017","APPROXIMATE","6424 MARKWOOD RD","6424 MARKWOOD RD, Patterson Store, VA ",,,,"017",38.1873931,-78.5623371,"2009-08-26 03:25:14","2009-08-26 03:28:25"
53,"216WWATERST077","VALID","216 W WATER ST","216 W WATER ST, Charlottesville, VA ",,,,"077",38.0304855,-78.4832502,"2009-08-26 03:25:14","2009-08-26 03:28:27"
54,"100WAKEFIELDCT061","VALID","100 WAKEFIELD CT","100 WAKEFIELD CT, Charlottesville, VA ",,,,"061",38.0684880,-78.4703370,"2009-08-26 03:25:14","2009-08-26 03:28:56"
55,"2034PLINYRD090","VALID","2034 PLINY RD","2034 PLINY RD, Charlottesville, VA ",,,,"090",37.9964859,-78.5264571,"2009-08-26 03:25:14","2009-08-26 03:28:43"
56,"163CHANCELLORST076","VALID","163 CHANCELLOR ST","163 CHANCELLOR ST, Charlottesville, VA ",,,,"076",38.0380800,-78.5007170,"2009-08-26 03:25:14","2009-08-26 03:28:34"
57,"575MCCORMICKRDUVA076","APPROXIMATE","575 MCCORMICK RD - UVA","575 MCCORMICK RD - UVA, Charlottesville, VA ",,,,"076",38.0210053,-78.5205438,"2009-08-26 03:25:14","2009-08-26 03:28:36"
58,"702NASSAUST077","VALID","702 NASSAU ST","702 NASSAU ST, Charlottesville, VA ",,,,"077",38.0188570,-78.4668950,"2009-08-26 03:25:14","2009-08-26 03:28:45"
59,"335WESTFIELDRD061","VALID","335 WESTFIELD RD","335 WESTFIELD RD, Charlottesville, VA ",,,,"061",38.0758470,-78.4895580,"2009-08-26 03:25:14","2009-08-26 03:28:41"
60,"100MINORCT076","VALID","100 MINOR CT","100 MINOR CT, Charlottesville, VA ",,,,"076",38.0349316,-78.5006236,"2009-08-26 03:25:14","2009-08-26 03:28:47"
61,"975EMMETSTN061","APPROXIMATE","975 EMMET ST N","975 EMMET ST N, Charlottesville, VA ",,,,"061",38.0626068,-78.4788775,"2009-08-26 03:25:14","2009-08-26 03:29:25"
62,"1400RUNNINGDEERDR094","VALID","1400 RUNNING DEER DR","1400 RUNNING DEER DR, Running Deer, VA ",,,,"094",37.9975560,-78.3607300,"2009-08-26 03:25:14","2009-08-26 03:28:50"
63,"200WMAINST077","VALID","200 W MAIN ST","200 W MAIN ST, Charlottesville, VA ",,,,"077",38.0310274,-78.4822829,"2009-08-26 03:25:14","2009-08-26 03:28:52"
64,"2001COMMONWEALTHDR061","VALID","2001 COMMONWEALTH DR","2001 COMMONWEALTH DR, Charlottesville, VA ",,,,"061",38.0670880,-78.4953460,"2009-08-26 03:25:15","2009-08-26 03:29:20"
65,"1117FORRESTST090","APPROXIMATE","1117 FORREST ST","1117 FORREST ST, Charlottesville, VA ",,,,"090",37.9794031,-78.5205323,"2009-08-26 03:25:19","2009-08-26 03:29:06"
66,"PENPARKRDRIORDE061","APPROXIMATE","PEN PARK RD&RIO RD E","PEN PARK RD & RIO RD E, Charlottesville, VA ",,,,"061",38.0626068,-78.4788775,"2009-08-26 03:25:19","2009-08-26 03:29:03"
67,"2675GATEWOODCIR046","VALID","2675 GATEWOOD CIR","2675 GATEWOOD CIR, Charlottesville, VA ",,,,"046",38.1125759,-78.4356544,"2009-08-26 03:25:19","2009-08-26 03:28:59"
68,"2195PROMISEDLANDLN089","APPROXIMATE","2195 PROMISED LAND LN","2195 PROMISED LAND LN, Arrowhead, VA ",,,,"089",37.9793886,-78.5621636,"2009-08-26 03:25:19","2009-08-26 03:29:01"
69,"915PAOLIST077","VALID","915 PAOLI ST","915 PAOLI ST, Charlottesville, VA ",,,,"077",38.0358500,-78.4921920,"2009-08-26 03:25:19","2009-08-26 03:29:36"
70,"500ALBEMARLESQ061","VALID","500 ALBEMARLE SQ","500 ALBEMARLE SQ, Charlottesville, VA ",,,,"061",38.0829340,-78.4704290,"2009-08-26 03:25:19","2009-08-26 03:29:14"
71,"RICHMONDRDPANTOPSMTNRD078","APPROXIMATE","RICHMOND RD&PANTOPS MTN RD","RICHMOND RD & PANTOPS MTN RD, Charlottesville, VA ",,,,"078",38.0209906,-78.4372349,"2009-08-26 03:25:19","2009-08-26 03:29:08"
72,"9281STSTS077","VALID","928 1ST ST S","928 1ST ST S, Charlottesville, VA ",,,,"077",38.0227213,-78.4860173,"2009-08-26 03:25:19","2009-08-26 03:29:34"
73,"2995DOCTORSXING047","VALID","2995 DOCTORS XING","2995 DOCTORS XING, Stony Point, VA ",,,,"047",38.1174680,-78.3762394,"2009-08-26 03:25:19","2009-08-26 03:29:16"
74,"100BURNETST077","APPROXIMATE","100 BURNET ST","100 BURNET ST, Charlottesville, VA ",,,,"077",38.0210052,-78.4788893,"2009-08-26 03:25:19","2009-08-26 03:29:18"
75,"300MEADEAVE077","VALID","300 MEADE AVE","300 MEADE AVE, Charlottesville, VA ",,,,"077",38.0277124,-78.4665046,"2009-08-26 03:25:19","2009-08-26 03:29:23"
76,"2332PEYTONDR061","VALID","2332 PEYTON DR","2332 PEYTON DR, Charlottesville, VA ",,,,"061",38.0733970,-78.4918380,"2009-08-26 03:25:19","2009-08-26 03:29:41"
77,"3500WMONACANDR045","VALID","3500 W MONACAN DR","3500 W MONACAN DR, Charlottesville, VA ",,,,"045",38.0966570,-78.4624700,"2009-08-26 03:25:20","2009-08-26 03:29:29"
78,"945EMMETSTN061","APPROXIMATE","945 EMMET ST N","945 EMMET ST N, Charlottesville, VA ",,,,"061",38.0626068,-78.4788775,"2009-08-26 03:25:20","2009-08-26 03:29:27"
79,"100RIDGEST077","VALID","100 RIDGE ST","100 RIDGE ST, Charlottesville, VA ",,,,"077",38.0305277,-78.4850329,"2009-08-26 03:25:20","2009-08-26 03:29:32"
80,"1445PEACHTREEDR055","VALID","1445 PEACH TREE DR","1445 PEACH TREE DR, Crozet, VA ",,,,"055",38.0754101,-78.7139502,"2009-08-26 03:25:20","2009-08-26 03:29:38"
81,"751HILLSDALEDR061","VALID","751 HILLSDALE DR","751 HILLSDALE DR, Charlottesville, VA ",,,,"061",38.0744990,-78.4736286,"2009-08-26 03:25:20","2009-08-26 03:29:43"
82,"1512MOUNTAINSIDECT089","APPROXIMATE","1512 MOUNTAINSIDE CT","1512 MOUNTAINSIDE CT, Arrowhead, VA ",,,,"089",37.9793886,-78.5621636,"2009-08-26 03:25:20","2009-08-26 03:30:01"
83,"2200SIMMONSGAPRD008","VALID","2200 SIMMONS GAP RD","2200 SIMMONS GAP RD, Nortonsville, VA ",,,,"008",38.2424555,-78.5715756,"2009-08-26 03:25:20","2009-08-26 03:30:28"
84,"2985EARLYSVILLERD045","VALID","2985 EARLYSVILLE RD","2985 EARLYSVILLE RD, Charlottesville, VA ",,,,"045",38.1181250,-78.4689900,"2009-08-26 03:25:20","2009-08-26 03:29:45"
85,"300PRESTONAVE077","VALID","300 PRESTON AVE","300 PRESTON AVE, Charlottesville, VA ",,,,"077",38.0337187,-78.4837322,"2009-08-26 03:25:20","2009-08-26 03:29:56"
86,"1600AVONSTREETEXT077","VALID","1600 AVON STREET EXT","1600 AVON STREET EXT, Charlottesville, VA ",,,,"077",38.0057931,-78.4935660,"2009-08-26 03:25:20","2009-08-26 03:29:52"
87,"5640FIELDCRESTDR130","VALID","5640 FIELDCREST DR","5640 FIELDCREST DR, Scottsville, VA ",,,,"130",37.8273960,-78.5317710,"2009-08-26 03:25:20","2009-08-26 03:29:47"
88,"1000MONTROSEAVE077","VALID","1000 MONTROSE AVE","1000 MONTROSE AVE, Charlottesville, VA ",,,,"077",38.0195660,-78.4760710,"2009-08-26 03:25:20","2009-08-26 03:29:50"
89,"1564DAIRYROAD061","VALID","1564 DAIRY ROAD","1564 DAIRY ROAD, Charlottesville, VA ",,,,"061",38.0536670,-78.4840970,"2009-08-26 03:25:21","2009-08-26 03:29:59"
90,"1625MERIDIANST077","VALID","1625 MERIDIAN ST","1625 MERIDIAN ST, Charlottesville, VA ",,,,"077",38.0154197,-78.4814453,"2009-08-26 03:25:21","2009-08-26 03:29:54"
91,"ZANRDSEMINOLETRL061","VALID","ZAN RD&SEMINOLE TRL","ZAN RD & SEMINOLE TRL, Charlottesville, VA ",,,,"061",38.0636040,-78.4888390,"2009-08-26 03:25:21","2009-08-26 03:30:03"
92,"526FLOYDDRUVA076","APPROXIMATE","526 FLOYD DR - UVA","526 FLOYD DR - UVA, Charlottesville, VA ",,,,"076",38.0210053,-78.5205438,"2009-08-26 03:25:21","2009-08-26 03:30:12"
93,"1617AMHERSTST061","VALID","1617 AMHERST ST","1617 AMHERST ST, Charlottesville, VA ",,,,"061",38.0429779,-78.4895307,"2009-08-26 03:25:21","2009-08-26 03:30:05"
94,"1012DRUIDAVE077","VALID","1012 DRUID AVE","1012 DRUID AVE, Charlottesville, VA ",,,,"077",38.0170157,-78.4766663,"2009-08-26 03:25:21","2009-08-26 03:30:08"
95,"235WMAINST077","VALID","235 W MAIN ST","235 W MAIN ST, Charlottesville, VA ",,,,"077",38.0321050,-78.4840360,"2009-08-26 03:25:21","2009-08-26 03:30:10"
96,"2520HUNTINGTONRD061","VALID","2520 HUNTINGTON RD","2520 HUNTINGTON RD, Charlottesville, VA ",,,,"061",38.0757890,-78.4602610,"2009-08-26 03:25:21","2009-08-26 03:30:19"
97,"GORDONSVILLERDKLOCKNERRD051","APPROXIMATE","GORDONSVILLE RD&KLOCKNER RD","GORDONSVILLE RD & KLOCKNER RD, Lindsay, VA ",,,,"051",38.1039014,-78.2286610,"2009-08-26 03:25:21","2009-08-26 03:30:21"
98,"4700PLANKRD099","VALID","4700 PLANK RD","4700 PLANK RD, North Garden, VA ",,,,"099",37.9352720,-78.6371770,"2009-08-26 03:25:21","2009-08-26 03:30:30"
99,"5400PLANKRD086","VALID","5400 PLANK RD","5400 PLANK RD, Miran Forest, VA ",,,,"086",37.9795868,-78.6858446,"2009-08-26 03:25:21","2009-08-26 03:30:14"
100,"3235AVEBURYLN093","VALID","3235 AVEBURY LN","3235 AVEBURY LN, Ashmere, VA ",,,,"093",37.9940088,-78.3842184,"2009-08-26 03:25:21","2009-08-26 03:30:16"
101,"2120DOMINIONDR061","VALID","2120 DOMINION DR","2120 DOMINION DR, Charlottesville, VA ",,,,"061",38.0775120,-78.4815050,"2009-08-26 03:25:22","2009-08-26 03:30:23"
102,"25MILLCREEKDR077","APPROXIMATE","25 MILL CREEK DR","25 MILL CREEK DR, Charlottesville, VA ",,,,"077",38.0210052,-78.4788893,"2009-08-26 03:25:22","2009-08-26 03:30:37"
103,"1414SHORT18THST077","VALID","1414 SHORT 18TH ST","1414 SHORT 18TH ST, Charlottesville, VA ",,,,"077",38.0260530,-78.4613360,"2009-08-26 03:25:27","2009-08-26 03:30:35"
104,"1924SWANSONDR061","VALID","1924 SWANSON DR","1924 SWANSON DR, Charlottesville, VA ",,,,"061",38.0621427,-78.4940488,"2009-08-26 03:25:27","2009-08-26 03:30:25"
105,"512RIVESST077","VALID","512 RIVES ST","512 RIVES ST, Charlottesville, VA ",,,,"077",38.0208640,-78.4676910,"2009-08-26 03:25:27","2009-08-26 03:30:32"
106,"210SOUTHPANTOPSDR078","VALID","210 SOUTH PANTOPS DR","210 SOUTH PANTOPS DR, Charlottesville, VA ",,,,"078",38.0284776,-78.4501713,"2009-08-26 03:25:27","2009-08-26 03:30:43"
107,"711BLENHEIMAVE077","VALID","711 BLENHEIM AVE","711 BLENHEIM AVE, Charlottesville, VA ",,,,"077",38.0226050,-78.4792760,"2009-08-26 03:25:27","2009-08-26 03:30:58"
108,"LOUISARDCLARKSTRACT080","APPROXIMATE","LOUISA RD&CLARKS TRACT","LOUISA RD & CLARKS TRACT, Keswick, VA ",,,,"080",38.0209177,-78.3539261,"2009-08-26 03:25:27","2009-08-26 03:30:49"
109,"700WMAINST077","VALID","700 W MAIN ST","700 W MAIN ST, Charlottesville, VA ",,,,"077",38.0314022,-78.4897026,"2009-08-26 03:25:27","2009-08-26 03:30:46"
110,"302HARRISRD076","VALID","302 HARRIS RD","302 HARRIS RD, Charlottesville, VA ",,,,"076",38.0161553,-78.5062181,"2009-08-26 03:25:27","2009-08-26 03:30:39"
111,"1375HUNTERSFIELDCLOSE093","VALID","1375 HUNTERSFIELD CLOSE","1375 HUNTERSFIELD CLOSE, Ashmere, VA ",,,,"093",37.9975438,-78.3909240,"2009-08-26 03:25:27","2009-08-26 03:30:41"
112,"2410NORTHBERKSHIRERD061","VALID","2410 NORTH BERKSHIRE RD","2410 NORTH BERKSHIRE RD, Charlottesville, VA ",,,,"061",38.0650879,-78.4982136,"2009-08-26 03:25:28","2009-08-26 03:31:37"
113,"1916THOMASJEFFERSONPKWY092","VALID","1916 THOMAS JEFFERSON PKWY","1916 THOMAS JEFFERSON PKWY, Simeon, VA ",,,,"092",37.9795800,-78.4228565,"2009-08-26 03:25:28","2009-08-26 03:30:55"
114,"105EMMETSTN061","APPROXIMATE","105 EMMET ST N","105 EMMET ST N, Charlottesville, VA ",,,,"061",38.0626068,-78.4788775,"2009-08-26 03:25:28","2009-08-26 03:31:11"
115,"5700GORDONSVILLERD065","VALID","5700 GORDONSVILLE RD","5700 GORDONSVILLE RD, Cismont, VA ",,,,"065",38.0658670,-78.3053723,"2009-08-26 03:25:28","2009-08-26 03:30:51"
116,"4842RICHMONDRD094","APPROXIMATE","4842 RICHMOND RD","4842 RICHMOND RD, Running Deer, VA ",,,,"094",37.9793155,-78.3540074,"2009-08-26 03:25:28","2009-08-26 03:30:53"
117,"949MONTICELLOLOOP078","APPROXIMATE","949 MONTICELLO LOOP","949 MONTICELLO LOOP, Charlottesville, VA ",,,,"078",38.0209906,-78.4372349,"2009-08-26 03:25:28","2009-08-26 03:31:02"
118,"1813YORKTOWNDR061","VALID","1813 YORKTOWN DR","1813 YORKTOWN DR, Charlottesville, VA ",,,,"061",38.0625400,-78.4760750,"2009-08-26 03:25:28","2009-08-26 03:31:00"
119,"1414RICKYRD060","VALID","1414 RICKY RD","1414 RICKY RD, Charlottesville, VA ",,,,"060",38.0585140,-78.5038720,"2009-08-26 03:25:28","2009-08-26 03:31:07"
120,"125RIVERBENDDR078","VALID","125 RIVERBEND DR","125 RIVERBEND DR, Charlottesville, VA ",,,,"078",38.0329230,-78.4546100,"2009-08-26 03:25:28","2009-08-26 03:31:13"
121,"1120RICHMONDRD078","VALID","1120 RICHMOND RD","1120 RICHMOND RD, Charlottesville, VA ",,,,"078",38.0341055,-78.4574872,"2009-08-26 03:25:28","2009-08-26 03:31:04"
122,"1904EMMETSTN061","VALID","1904 EMMET ST N","1904 EMMET ST N, Charlottesville, VA ",,,,"061",38.0607868,-78.4923690,"2009-08-26 03:25:28","2009-08-26 03:31:09"
123,"205MONTVUEDR060","VALID","205 MONTVUE DR","205 MONTVUE DR, Charlottesville, VA ",,,,"060",38.0700480,-78.5138070,"2009-08-26 03:25:29","2009-08-26 03:31:18"
124,"600EMAINST077","VALID","600 E MAIN ST","600 E MAIN ST, Charlottesville, VA ",,,,"077",38.0295716,-78.4776392,"2009-08-26 03:25:29","2009-08-26 03:31:23"
125,"5016FREEUNIONRD017","APPROXIMATE","5016 FREE UNION RD","5016 FREE UNION RD, Patterson Store, VA ",,,,"017",38.1873931,-78.5623371,"2009-08-26 03:25:29","2009-08-26 03:31:30"
126,"MILTONRDGELLETLYRD093","APPROXIMATE","MILTON RD&GELLETLY RD","MILTON RD & GELLETLY RD, Ashmere, VA ",,,,"093",37.9793592,-78.3956386,"2009-08-26 03:25:29","2009-08-26 03:31:20"
127,"400EMMETSTSUVA061","APPROXIMATE","400 EMMET ST S - UVA","400 EMMET ST S - UVA, Charlottesville, VA ",,,,"061",38.0626068,-78.4788775,"2009-08-26 03:25:29","2009-08-26 03:31:59"
128,"CRITZERSSHOPRDROCKFISHGAP069","VALID","CRITZERS SHOP RD&ROCKFISH GAP","CRITZERS SHOP RD & ROCKFISH GAP, Blue Ridge Acres, VA ",,,,"069",38.0242720,-78.8147260,"2009-08-26 03:25:29","2009-08-26 03:31:46"
129,"901ROSSERLN061","VALID","901 ROSSER LN","901 ROSSER LN, Charlottesville, VA ",,,,"061",38.0449730,-78.4970900,"2009-08-26 03:25:29","2009-08-26 03:31:25"
130,"14THSTNWJOHNST077","APPROXIMATE","14TH ST NW&JOHN ST","14TH ST NW & JOHN ST, Charlottesville, VA ",,,,"077",38.0210052,-78.4788893,"2009-08-26 03:25:29","2009-08-26 03:31:28"
131,"4900FRYSPATH","APPROXIMATE","4900 FRYS PATH","4900 FRYS PATH, Charlottesville, VA ",,,,"000",37.9015206,-78.5479445,"2009-08-26 03:25:29","2009-08-26 03:31:48"
132,"5001STSTS077","VALID","500 1ST ST S","500 1ST ST S, Charlottesville, VA ",,,,"077",38.0266734,-78.4838599,"2009-08-26 03:25:30","2009-08-26 03:31:33"
